CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Cranstoncity,RI,11.26,24.23,11.85,16.87,34528,74.33,15922,16165,11458,7652,11421,9115,8496,6.52,26.03,21.11,5.96,58.19,76060,2.59,2.42,95.08,1.77,2.01,9.69,75.87,5586,4.87,9.38,1167,84,0,0,0,9,11.72,36,46.89,83,108.1,616,802.29,1650,2149,339,441.52,16,20.84
NorthProvidencetown,RI,10.96,25.88,12.68,17.02,32321,76.23,16569,16695,14152,9040,12316,8685,10554,6.46,29.18,20.36,6.12,62.61,32090,2.42,1.04,97.08,1.18,1.78,9.11,77.08,2552,10.58,17.59,877,0,0,0,0,9,27.19,13,39.27,58,175.22,216,652.53,508,1534.65,142,428.98,8,24.17
Portsmouthtown,RI,12.6,22.9,10.72,11.12,42474,82.07,17899,17928,17967,0,16940,14300,13435,4.34,13.7,34.67,5.48,66.71,16857,2.67,0.9,97.62,1.06,1.04,8.04,84.22,498,2.21,3.21,922,0,0,0,0,4,23.29,2,11.65,18,104.82,46,267.88,135,786.16,20,116.47,1,5.82
Lincolntown,RI,11.49,22.99,10.91,16.26,37082,75.69,18695,18551,15391,14111,37530,7778,10064,4.8,23.89,22.57,4.91,63.54,18045,2.56,0.23,98.28,1.05,1.01,7.38,81.77,942,0,0.96,243,0,0,0,0,8,42.98,3,16.12,3,16.12,100,537.26,467,2509,134,719.93,1,5.37
Narragansetttown,RI,16.55,34.42,22.54,10.13,35545,81.47,16986,17049,14098,10186,22775,9194,21922,13.03,12.82,37.07,5.3,66.82,14985,2.56,0.82,97.15,0.88,1.03,8.27,76.47,497,22.33,35.21,2363,0,0,0,0,4,26.79,1,6.7,59,395.15,149,997.92,263,1761.44,23,154.04,0,0
Westerlytown,RI,11.78,26.23,12.27,14.94,34844,77.1,16409,16483,14766,15054,10945,17243,10287,6.56,24.37,20.43,7.34,61.81,21605,2.55,0.6,97.87,1.04,0.83,9.05,77.06,1183,2.45,4.9,2051,12,0,2,9.29,0,0,2,9.29,10,46.45,84,390.15,214,993.96,17,78.96,1,4.64
Andersoncity,SC,14.9,26.78,14.23,17.55,19433,70.39,10866,13314,6284,6917,7901,7331,7658,19.89,37.36,16.96,7.46,54.48,26184,2.49,34.26,65.09,0.31,0.53,12.75,49.67,182,16.48,19.78,994,12,6,8,26.85,15,50.34,134,449.74,394,1322.37,568,1906.36,1221,4098,137,459.81,3,10.07
Newberrytown,SC,17.69,29.26,16.71,16.07,19063,68.09,9397,12399,5243,0,10859,0,16393,25.22,39.06,14.77,9.13,51.53,10542,2.67,41.48,57.56,0.56,0.69,10.44,47.91,61,18.03,18.03,295,0,0,0,0,5,47.14,15,141.42,142,1338.74,82,773.07,465,4383.9,16,150.84,1,9.43
NorthAugustacity,SC,13.39,28.11,12.4,11.49,32877,82.64,16134,17705,7471,10246,24341,16367,21520,9.28,18.08,25.47,3.62,65.69,15351,2.45,15.59,83.14,0.99,0.67,12.39,69.84,232,13.79,13.79,536,0,0,0,0,3,16.99,18,101.92,78,441.65,170,962.57,500,2831.1,74,419,1,5.66
Sumtercity,SC,14.17,33.31,15.39,9.5,21221,74.82,11495,14915,6334,5321,10785,8125,11727,20.71,22.13,20.58,5.4,64.5,41943,3.29,38.25,59.81,1.16,1.58,10.37,63.09,774,20.93,24.94,913,31,3,5,11.66,22,51.31,179,417.46,421,981.86,810,1889.08,1620,3778.16,170,396.47,2,4.66
RockHillcity,SC,18.54,34.13,20.08,11.19,26615,80.56,11481,14159,7394,6076,6771,10218,12158,16.38,37.12,17.69,6.92,62.13,41643,2.84,38.14,60.42,0.82,0.64,11.65,54.02,542,11.25,11.25,1013,43,0,6,12.73,23,48.81,120,254.66,816,1731.71,710,1506.76,2270,4817.39,149,316.21,5,10.61
Greenvillecity,SC,15.36,30.22,16.48,14.26,23963,75.37,14708,19067,6959,5699,8344,10162,9671,17.72,27.54,29.3,5.67,61.42,58282,2.42,35.16,63.62,0.85,1.04,13.85,49.96,1170,23.85,30.6,2352,119,1,9,15.01,38,63.38,254,423.65,752,1254.27,842,1404.39,4126,6881.83,360,600.45,26,43.37
MyrtleBeachcity,SC,12.21,32.97,15.7,10.81,24869,78.94,14752,16084,7416,10905,8992,11623,13722,11.72,16.16,21.44,4.1,70.87,24848,2.59,14.08,83.71,1.49,1.54,12.47,70.42,812,4.8,10.71,3724,0,0,2,7.11,31,110.26,129,458.83,247,878.53,996,3542.59,3451,12274.59,228,810.96,0,0
Greercity,SC,12.24,25.16,12.5,17.39,18049,69.31,9559,10704,6456,0,4565,38392,8937,19.85,52.39,9.22,6.47,54.86,10322,2.45,26.53,72.89,0.15,0.78,12.65,53.15,53,22.64,33.96,295,0,0,2,16.62,3,24.93,36,299.15,119,988.86,155,1288.02,495,4113.35,33,274.22,0,0
Irmotown,SC,12.73,26.38,9.84,2.33,42281,95.86,14684,15344,10672,13025,7209,6300,8186,2.34,5.4,35.93,2.94,82.33,11280,3.05,10.93,87.31,1.43,0.66,7.66,87.31,125,3.2,3.2,124,0,0,0,0,2,15.59,7,54.58,14,109.15,67,522.38,245,1910.18,14,109.15,0,0
Clemsoncity,SC,26.67,47.49,36.51,11.11,22265,80.7,13772,14881,7662,7053,10508,3324,14452,28.65,11.77,56.99,5.77,54.64,11096,2.4,12.22,83.06,4.33,1.02,4.81,78.29,722,34.35,45.29,222,0,0,0,0,5,44.87,3,26.92,32,287.18,119,1067.94,363,3257.65,25,224.36,0,0
NorthCharlestoncity,SC,17.41,41.2,23.19,5.31,21824,83.95,10315,12051,6792,10320,9686,29770,19045,21.73,26.15,11.41,4.82,71.56,70218,2.99,34.35,62.67,1.63,2.48,14.78,56.29,1623,15.77,21.44,3109,28,10,9,13.26,98,144.36,430,633.41,1000,1473.06,1488,2191.91,5472,8060.57,830,1222.64,11,16.2
Simpsonvilletown,SC,13.63,28.19,11.61,6.59,34990,89.91,13698,14062,10049,70001,15506,0,15885,4.04,21.56,21.51,3.64,74.76,11708,2.78,10.13,88.55,0.67,1.51,11.15,78.06,273,3.66,18.32,266,0,0,0,0,4,30.79,4,30.79,12,92.36,65,500.27,219,1685.52,13,100.05,0,0
Summervilletown,SC,13.68,29.77,13.52,7.7,31448,83.78,12556,13615,8097,9576,8062,10621,10655,9.83,16.7,25.54,4.22,67.32,22519,2.78,17.84,80.61,0.74,1.47,10.78,75.01,450,7.33,13.11,731,0,0,1,4.43,13,57.59,41,181.64,103,456.32,314,1391.1,1244,5511.25,95,420.88,0,0
Greenwoodcity,SC,17.23,30.4,17.51,14.83,18683,70.16,9717,12735,5858,18791,7182,7381,7440,22.9,43.05,13.75,7.69,54.49,20807,2.57,43.14,56.11,0.41,0.52,12.92,46.13,249,8.84,22.09,711,9,3,5,21.53,19,81.83,63,271.33,583,2510.87,307,1322.19,1012,4358.5,66,284.25,3,12.92
Spartanburgcity,SC,16.06,28.38,15.86,13.9,22423,72.68,12142,16668,6880,10731,10761,8595,10098,21.79,34.09,23.43,6.9,56.69,43467,2.6,45.63,53.11,0.91,0.78,14.35,45.59,1029,21.28,25.95,1238,120,5,10,21.82,42,91.64,319,696.01,1194,2605.11,1158,2526.56,3830,8356.42,340,741.82,10,21.82
Gaffneycity,SC,16.78,28.54,15.37,13.47,21515,74.92,10712,13835,6083,0,2667,0,0,20.75,40.53,12.48,9.29,57.35,13145,2.61,39.06,59.75,0.97,0.3,12.99,48.15,116,22.41,22.41,420,0,1,1,6.25,3,18.75,20,124.99,39,243.73,162,1012.44,292,1824.89,34,212.49,0,0
Columbiacity,SC,21.95,39.87,25.32,10.63,23216,77.19,12210,16711,6926,12743,6976,6988,8261,21.17,23.98,31.66,5.87,59.96,98052,2.89,43.69,53.67,1.43,1.98,12.24,48.91,3213,29.75,42.42,3009,197,38,22,21.06,94,89.99,666,637.58,1422,1361.33,2090,2000.82,7316,7003.84,753,720.87,13,12.45
GooseCreekcity,SC,13.96,30.62,11.34,1.98,30007,94.69,9935,10624,6378,9961,5619,9495,7350,8.96,12.72,14.14,2.85,71.79,24692,3.34,12.72,83.03,2.64,4.13,6.72,86.89,867,14.99,20.53,286,0,0,1,3.63,6,21.8,7,25.44,50,181.68,100,363.36,531,1929.44,30,109.01,1,3.63
Hanahancity,SC,16.55,34.48,19.23,7.52,28435,85.31,13937,14692,7572,12077,11680,10470,8562,7.53,20.26,15.72,2.83,68.22,13176,2.59,9.32,87.84,1.49,2.41,12.77,70.16,343,21.28,36.73,296,0,0,0,0,10,77.42,8,61.93,45,348.38,113,874.82,409,3166.37,27,209.03,0,0
Charlestoncity,SC,17.66,33.2,19.51,11.69,25153,77.17,14093,18980,7522,11350,9166,5355,10616,21.61,23.46,29.44,5.15,60.02,80414,2.61,41.58,57.23,0.85,0.81,11.62,51.85,1906,22.77,27.49,3569,176,0,12,15.58,35,45.43,340,441.31,602,781.38,1071,1390.13,4091,5310.02,510,661.97,2,2.6
Mauldincity,SC,14.45,26.9,12.13,6.47,41524,88.61,16273,16969,12742,4962,14765,0,10449,3.51,11.61,28.41,2.67,75.09,11587,2.67,14.46,84.34,0.93,1.1,9.43,80.66,186,0,0,230,0,0,0,0,1,7.6,3,22.8,24,182.38,41,311.57,227,1725.06,18,136.79,0,0
MountPleasanttown,SC,11.3,27.15,11.18,8.31,38605,86.39,18931,19976,8513,14480,23986,2835,13529,5.81,9.74,41.75,1.97,73.01,30108,2.55,9.19,89.93,0.63,0.93,10.41,78.87,691,6.08,6.08,655,0,0,1,2.9,3,8.69,8,23.18,39,113.01,164,475.24,1188,3442.58,73,211.54,0,0
WestColumbiacity,SC,12.43,28.32,14.53,14.16,23038,77.78,11899,13037,6623,0,15840,25500,11110,14.65,28.8,15.67,4.18,65.24,10588,2.3,17.94,80.92,0.73,0.6,14.45,58.75,120,14.17,24.17,492,0,0,1,8.25,10,82.51,62,511.55,156,1287.13,271,2235.97,1003,8275.58,69,569.31,3,24.75
Aikencity,SC,12.26,23.43,10.72,14.62,33273,74.69,15619,19486,7276,12348,13511,5489,11064,15.69,20.62,33.06,4.96,56.88,19872,2.56,30.86,68.03,0.64,0.86,11.35,64.51,289,13.15,20.07,794,38,0,2,8,9,36.01,4,16.01,111,444.18,263,1052.42,889,3557.42,85,340.14,2,8
Easleycity,SC,13.89,25.71,12.6,13.41,26674,76.2,13137,13924,8147,6536,10713,9964,9500,10.72,35.79,16.24,5.31,62.94,15195,2.55,12.49,86.65,0.3,0.84,10.91,68.43,196,33.16,40.31,404,0,0,2,10.15,6,30.46,23,116.75,81,411.15,132,670.02,385,1954.22,34,172.58,0,0
Orangeburgcity,SC,28.09,41.12,30.07,12.96,22176,71.9,9890,17465,4888,6412,13382,20400,20168,25,28.93,23.47,9.46,48,13739,3.13,59.87,39.16,0.82,0.49,9.05,48.55,205,35.61,37.56,415,0,0,1,7.25,7,50.74,82,594.42,157,1138.09,338,2450.16,1012,7335.99,72,521.93,5,36.25
Caycecity,SC,12.36,26.78,12.67,13.11,27065,78.27,13928,15956,6203,7786,6992,4614,6400,9.3,26.53,16.5,4.88,64.77,11163,2.52,19.44,79.4,0.7,1.02,11.27,64.02,147,18.37,23.13,286,0,0,0,0,7,66.54,39,370.72,90,855.51,135,1283.27,618,5874.52,69,655.89,0,0
Florencecity,SC,14.62,27.08,12.93,13.02,24906,74.4,12831,19015,5919,2760,23257,5923,15387,21.83,30.88,22.54,6.17,56.82,29813,2.69,47.04,52.28,0.45,0.57,12.85,48.79,452,21.24,23.01,716,18,1,1,3.08,20,61.6,180,554.43,344,1059.57,629,1937.41,2108,6492.95,175,539.03,6,18.48
RapidCitycity,SD,14.46,28.86,14.19,10.26,25740,78.54,12469,13310,10045,5269,8910,7474,10978,13.65,15.07,23.35,5.21,65.82,54523,2.58,1.27,88.19,0.99,2.23,11.54,70.31,1155,21.04,29.09,1378,148,4,1,1.72,45,77.26,25,42.92,187,321.04,481,825.78,2912,4999.31,142,243.79,?,?
Pierrecity,SD,12.77,24.07,9.52,10.16,27373,80.12,12411,13115,0,3829,1590,3277,5985,10.19,15.2,27.92,2.4,73.4,12906,2.55,0.14,92.8,0.33,0.81,9.64,77.85,156,0,0,327,0,0,0,0,8,58.23,0,0,32,232.93,125,909.88,610,4440.24,25,181.98,3,21.84
Yanktoncity,SD,13.58,25.71,12.63,14.19,21344,75.93,10964,11156,4190,4626,3289,5094,6928,12.07,20.81,20.51,2.18,65.21,12703,2.55,0.78,96.92,0.24,0.57,8.8,77.56,103,4.85,4.85,242,0,0,0,0,4,29.08,3,21.81,19,138.12,91,661.53,370,2689.74,20,145.39,3,21.81
Mitchellcity,SD,14.19,25.73,13.34,15.79,20146,72.53,10272,10404,429,4608,6972,8360,6967,14.51,24.49,15.45,4.67,62.6,13798,2.43,0.16,97.72,0.36,0.26,8.36,77.55,129,5.43,5.43,383,0,0,0,0,11,78.1,1,7.1,16,113.6,134,951.37,434,3081.29,19,134.9,4,28.4
Watertowncity,SD,14.1,25.74,12.41,14.54,20606,74.37,10660,10873,0,3198,6002,0,4464,13.44,23.65,14.08,5.53,64.36,17592,2.5,0.07,98.16,0.38,0.28,8.07,79.82,115,16.52,24.35,588,0,0,0,0,9,49.3,4,21.91,16,87.64,95,520.38,613,3357.8,23,125.99,2,10.96
Brookingscity,SD,29.33,48.62,36.95,8.87,20184,82.45,9723,9786,4467,5126,9972,4926,3528,22.83,15.55,34.66,3.91,61.4,16270,2.86,0.45,97.05,1.75,0.33,5.54,80.28,402,22.89,46.77,327,0,0,0,0,3,17.21,2,11.47,3,17.21,110,631.02,403,2311.84,26,149.15,0,0
Aberdeencity,SD,16.7,29.65,16.59,13.57,22422,75.49,11939,12042,1518,8710,16757,2520,5350,12.2,22.7,22.63,3.57,65.03,24927,2.49,0.16,95.98,0.5,0.35,8.26,76.25,262,18.32,18.32,691,10,0,1,3.94,14,55.19,4,15.77,33,130.08,122,480.9,692,2727.74,28,110.37,10,39.42
Vermillioncity,SD,35.63,54.39,43.25,6.54,16478,85.18,8342,8611,8695,3513,4746,4272,3380,30.65,13.14,44.25,6.8,58.31,10034,3.06,0.58,93.94,1.45,0.99,5.96,71.64,170,55.88,61.18,153,0,0,0,0,2,19.06,1,9.53,5,47.65,52,495.57,218,2077.58,7,66.71,0,0
SiouxFallscity,SD,13.7,29.2,13.92,10.29,27123,81.64,13574,13840,7414,4274,6405,4450,5754,8.61,16.75,22.72,3,71.01,99405,2.53,0.73,96.82,0.68,0.57,10.68,75.91,1680,21.43,27.5,1741,107,18,2,1.81,103,93.31,44,39.86,326,295.33,735,665.85,3470,3143.54,195,176.65,29,26.27
Knoxvillecity,TN,16.31,32.25,18.75,13.77,19923,72.35,12108,13169,6838,8519,8899,5971,11800,20.8,29.21,21.73,7.11,55.4,165121,2.36,15.78,82.73,1.04,0.67,14.23,57.18,3274,36.01,44.26,6480,354,130,14,8.14,102,59.32,596,346.59,2200,1279.37,2817,1638.17,6027,3504.88,1609,935.68,173,100.6
Brentwoodcity,TN,17.02,22.02,10.85,5.52,70287,88.78,27417,27568,23433,0,20798,0,9536,1.39,4.95,54.34,3.1,66.76,16392,3.11,1.59,96.96,1.3,0.5,4.82,90.37,487,23,27.52,238,0,0,1,4.63,8,37.07,2,9.27,3,13.9,85,393.92,397,1839.84,22,101.96,0,0
UnionCitycity,TN,15.3,26.55,13.47,15.25,20745,70.75,11784,13507,5446,0,2912,28259,10691,17.18,35.01,11.45,7.56,54.95,10513,2.44,21.14,78.28,0.22,0.48,11.41,64.99,31,0,0,304,0,0,1,9.1,7,63.69,12,109.19,81,737.03,266,2420.38,706,6424.02,31,282.07,7,63.69
Hendersonvillecity,TN,15.35,27.21,12.9,7.58,38068,87.61,16010,16111,13739,11716,9763,7343,9042,4.49,16.66,21.1,3.69,71.42,32188,2.81,2.33,96.7,0.56,0.83,10.34,80.04,596,20.3,33.72,1031,0,0,0,0,11,29.57,13,34.95,125,336.04,217,583.36,712,1914.08,4,10.75,1,2.69
OakRidgecity,TN,12.05,20.93,9.77,17.41,32615,73.03,17661,17750,11277,109850,23775,11783,12674,9.47,14.4,35.48,4.91,58.11,27310,2.32,7.98,89.38,2.06,0.97,12.07,71.14,962,30.67,34.1,931,8,0,1,3.49,8,27.92,35,122.16,54,188.48,223,778.36,1325,4624.78,94,328.1,7,24.43
Colliervilletown,TN,16.43,24.59,11.17,5.28,47517,88.52,16529,17749,8105,1286,2486,0,5001,6.63,16.88,25.62,2.65,69.67,14427,3.26,11.12,88.2,0.38,0.76,7.03,85,187,20.86,20.86,184,0,0,1,5.04,1,5.04,3,15.11,11,55.42,58,292.21,380,1914.45,33,166.26,1,5.04
Smyrnatown,TN,15.49,29.54,13.38,6.82,31155,85.35,11864,12345,5524,10464,8165,8000,15218,10.96,29.64,11.21,5.03,68.77,13647,2.82,6.75,92.48,0.3,1.12,13.51,68.5,119,0,0,476,0,0,0,0,7,40.88,19,110.96,24,140.16,110,642.41,387,2260.12,24,140.16,5,29.2
Clarksvillecity,TN,17.3,37.04,20.51,6.43,25341,83.97,11252,12340,7969,8971,6077,10578,9458,13.3,18.69,18.47,6.29,67.46,75494,2.97,20.9,74.96,2.18,3.86,10.59,73.51,2803,16.59,20.69,2200,0,0,1,1.07,87,92.99,112,119.71,858,917.09,875,935.26,2553,2728.82,141,150.71,0,0
Springfieldcity,TN,13.53,26.26,12.63,14.44,21645,76.12,11256,13594,5755,0,24245,4973,28059,19.55,40.08,10.47,6.1,56.13,11227,2.65,30.21,69.48,0.16,0.49,13.52,54.49,65,35.38,35.38,287,0,0,1,7.02,7,49.15,22,154.47,168,1179.61,122,856.62,795,5582.08,22,154.47,0,0
Shelbyvillecity,TN,13.8,26.42,13.1,15.54,20099,71.07,10458,11164,6737,3191,17556,5055,3491,19.77,44.71,10.09,6.23,57.91,14049,2.47,17.01,81.68,0.85,0.65,13.95,60.39,175,16,51.43,479,0,0,1,6.28,5,31.4,13,81.63,74,464.68,185,1161.7,376,2361.07,22,138.15,3,18.84
Chattanoogacity,TN,13.77,26.7,13.56,13.57,22197,72.7,12332,15070,7144,10194,11128,6065,12923,18.18,31.04,18.24,6.9,56.09,152466,2.45,33.67,64.97,0.97,0.64,15.18,52.66,2574,18.3,23.39,7424,150,2,38,24.57,154,99.59,709,458.48,2131,1378.03,3144,2033.1,7907,5113.13,2255,1458.22,96,62.08
McMinnvillecity,TN,12.83,24.88,12.32,17.46,17058,65.31,9752,10017,5124,3858,7083,5833,4574,20.8,45.4,9.82,7.05,54.54,11194,2.36,4.96,93.83,0.65,0.7,14.03,62.3,116,18.1,18.1,385,0,0,1,8.14,6,48.83,8,65.1,108,878.91,195,1586.91,472,3841.15,102,830.08,9,73.24
Memphiscity,TN,14.78,28.77,14.25,11.02,22674,75.99,11682,17569,6982,11110,11761,7129,9393,22.96,29.57,17.48,8.71,57.95,610337,2.66,54.84,44.01,0.79,0.73,15.52,44.33,8298,21.32,28.55,18744,309,126,198,31.99,725,117.13,5366,866.91,3824,617.79,15314,2474.07,23434,3785.9,13289,2146.92,585,94.51
Germantowncity,TN,16.62,21.53,10.63,5.06,69019,90.11,28087,28281,29695,40782,19439,12981,17225,1.11,2.78,53.52,2.28,70.03,32893,3.07,1.85,95.15,2.72,0.85,5.55,90.7,1285,11.75,13.31,418,0,0,0,0,1,2.75,6,16.49,3,8.25,61,167.69,573,1575.21,32,87.97,2,5.5
Murfreesborocity,TN,20.71,38.51,24.46,8.8,26394,81.02,12983,14030,7551,10886,10868,2852,12255,15.99,23.03,27.24,5.97,64.7,44922,2.63,14.49,82.31,2.79,0.8,10.61,66.06,1315,22.51,38.33,1598,44,2,3,5.87,11,21.51,86,168.17,305,596.41,619,1210.43,2482,4853.44,200,391.09,11,21.51
Tullahomacity,TN,13.06,24.19,11.26,13.08,26298,74.61,12606,13009,7646,6476,9234,6278,6025,14.22,26.24,21.59,5.45,58.21,16761,2.54,6.89,91.91,0.85,0.67,11.3,70.28,245,3.27,16.33,512,0,0,0,0,4,22.2,7,38.84,17,94.33,150,832.32,558,3096.22,56,310.73,?,?
Dyersburgcity,TN,13.97,26.67,13.37,15.05,20053,70.06,11400,12650,5998,32642,7336,0,12704,22.74,44.8,11.96,7.35,54.78,16317,2.44,19.32,80.12,0.26,0.44,15.51,57.94,69,50.72,50.72,345,0,0,4,22.22,19,105.54,20,111.1,131,727.7,240,1333.19,871,4838.35,60,333.3,0,0
Athenscity,TN,14.88,26.9,13.95,14.85,19259,69.25,10286,10546,7696,5513,9372,15000,5400,23.33,40.15,17.39,9.34,51.6,12054,2.49,9.42,89.8,0.51,0.5,12.82,63.34,91,10.99,31.87,340,0,0,0,0,6,42.76,11,78.4,77,548.78,111,791.11,486,3463.76,50,356.35,3,21.38
RedBankcity,TN,12.6,28.02,13.54,14.89,25015,74.78,13662,13756,11330,32000,20352,11200,9508,9.92,24.1,17.99,4.97,61.5,12322,2.2,5.46,93.04,0.88,1.11,14.46,66.46,196,24.49,27.55,667,0,0,0,0,6,50,10,83.33,70,583.28,123,1024.91,446,3716.36,57,474.96,2,16.67
Bartletttown,TN,17.76,25.22,11.56,4.81,47346,91.74,16080,16278,10216,10841,12906,10518,10733,2.33,9.08,23.51,2.41,74.51,26989,3.19,2.42,96.42,0.95,0.7,6.5,85.69,419,7.88,7.88,351,0,0,0,0,2,6.01,16,48.08,50,150.24,181,543.85,721,2166.4,35,105.17,?,?
Franklincity,TN,12.07,26.55,11.28,9.2,32348,84.49,16202,18079,8153,13820,7939,17055,16572,7.25,23.2,28.74,3.52,70.75,20098,2.57,17.99,81.05,0.51,0.92,12.39,70.35,323,28.79,31.58,920,0,0,1,3.89,13,50.55,28,108.87,86,334.38,157,610.44,925,3596.56,75,291.61,4,15.55
Columbiacity,TN,12.96,25.42,11.87,13.37,25238,74.25,12558,14100,6986,1340,4980,4105,5957,14.26,33.26,14.22,5.89,59.54,28583,2.54,20.6,78.55,0.38,0.74,12.51,63.44,168,20.24,38.69,875,0,0,5,14.1,18,50.77,61,172.06,220,620.54,620,1748.79,1342,3785.29,93,262.32,14,39.49
Cookevillecity,TN,23.78,40.9,28.8,11.64,20646,76.16,11852,12110,6430,3780,7612,4892,11597,18.95,30.36,24.39,6.58,56.55,21744,2.54,2.87,95.01,1.76,0.75,10.4,71.23,624,31.57,40.06,721,0,0,1,4.16,4,16.65,7,29.14,45,187.34,145,603.64,631,2626.87,55,228.97,7,29.14
Morristowncity,TN,14.41,27.55,14.17,13.71,19749,71.26,10490,10853,6778,6379,18515,0,15397,20.09,42.63,11.21,7.93,53.03,21385,2.45,9.01,90.36,0.31,0.43,15.19,58.72,129,5.43,24.03,533,24,0,2,8.94,13,58.13,18,80.49,53,237,234,1046.37,1008,4507.45,139,621.56,18,80.49
Brownsvillecity,TN,16.04,27.4,12.66,13.04,17682,73.52,9066,13016,5736,8810,0,5278,4346,26.76,40.94,11.42,8.68,56.17,10019,2.71,53.49,45.97,0.16,0.7,14.42,47.32,69,0,0,150,0,0,0,0,11,105.34,16,153.23,132,1264.13,176,1685.5,338,3236.93,51,488.41,1,9.58
Maryvillecity,TN,13.88,24.42,13.06,16.87,25223,67.62,13420,13668,7089,27800,3396,6772,3408,13.87,28.26,23.72,6.43,51.66,19208,2.49,3.14,95.48,1.06,0.53,12.11,70.54,240,27.92,35,562,0,0,0,0,19,83.26,8,35.06,111,486.42,111,486.42,406,1779.14,50,219.11,4,17.53
Kingsportcity,TN,12.17,22.35,11.19,18.11,22750,65.45,13825,13949,8747,1452,31660,3252,14628,18.12,32.08,20.35,6.41,50.38,36365,2.33,4.43,94.82,0.58,0.34,12.94,67.48,503,6.16,17.1,1113,37,2,2,5.12,5,12.79,32,81.89,184,470.85,405,1036.39,1728,4421.93,138,353.14,15,38.38
EastRidgecity,TN,12.25,25.31,12.22,15.71,26728,78.01,13989,13978,16247,9030,14515,0,5428,7.62,24.3,15.86,4.64,63.18,21101,2.32,0.53,98.03,1.14,0.45,13.32,70.71,398,4.27,4.27,522,0,0,1,4.74,3,14.23,23,109.07,33,156.49,229,1085.98,649,3077.73,92,436.29,0,0
Greenevilletown,TN,12.98,23.63,11.74,17.23,20066,71.26,11429,11713,7271,1542,13262,167,7616,16.56,38,17.04,9.06,53.38,13532,2.42,6.19,93.34,0.2,0.36,14.23,62.58,80,5,5,477,2,0,0,0,6,42.02,6,42.02,47,329.15,273,1911.9,446,3123.47,58,406.19,1,7
Millingtoncity,TN,36.56,54.63,40.48,3.01,23815,90.06,9292,9889,7233,9263,6599,5628,5783,11.19,13.48,10.08,3.28,79.79,17866,4.29,15.84,78.84,2.37,5.02,7.01,79.78,378,14.02,16.93,272,0,0,2,11.53,6,34.59,20,115.29,71,409.29,293,1689.05,449,2588.34,84,484.23,1,5.76
Goodlettsvillecity,TN,13.41,27.43,12.59,9.31,35483,85.07,15576,15679,15154,12670,11127,13103,20895,4.85,21.3,17.76,2.2,72.19,11219,2.55,3.44,95.17,1.08,0.57,12.19,76.4,233,13.3,14.16,367,0,0,0,0,0,0,26,214.79,50,413.05,127,1049.15,1075,8880.63,92,760.02,1,8.26
Clevelandcity,TN,15.82,29.16,15.93,13.24,22894,75.67,12265,12638,7845,6815,10781,10031,11329,17.38,33.81,17.07,5.58,58.95,30354,2.53,7.17,91.55,0.47,1.44,12.46,68.83,464,17.46,22.84,1054,2,0,1,2.92,12,35.04,23,67.16,265,773.84,369,1077.53,1038,3031.1,132,385.46,1,2.92
Gallatincity,TN,13.87,26.24,12.56,12.15,26498,77.22,11677,12730,7055,29208,21306,30016,6478,16.34,36.09,11.55,6.6,60.45,18794,2.67,19.12,80.38,0.27,0.46,13.67,63.87,134,29.85,29.85,607,6,0,1,4.7,18,84.57,20,93.97,159,747.04,206,967.86,687,3227.78,57,267.81,3,14.1
JohnsonCitycity,TN,16.51,29.86,17.48,13.95,23053,73.68,13071,13456,7506,8849,8638,5925,9531,17.27,28.92,25.88,6.58,55.68,49381,2.51,5.9,93.09,0.65,0.64,12.44,68.53,801,27.34,35.96,1566,44,1,3,5.73,13,24.82,30,57.27,77,147,530,1011.84,1879,3587.25,217,414.28,27,51.55
Jacksoncity,TN,16.01,28.66,15.45,13.55,21063,73.89,11268,14703,6238,11620,11791,4393,9400,20.97,32.56,17.12,6.9,57.5,48949,2.55,40.25,59.13,0.44,0.53,13.47,51.56,327,49.24,51.99,1533,17,0,19,34.59,33,60.08,247,449.66,630,1146.89,1264,2301.07,3475,6326.12,287,522.47,35,63.72
Wacocity,TX,19.88,34.55,21.62,13.12,17852,74.2,10195,12126,5715,11313,5770,7320,6984,28.68,31.62,17.02,8.39,51.37,103590,2.62,23.14,67.6,0.92,16.35,12.97,54.56,4793,15.54,23.08,5606,43,4,29,26.88,141,130.69,453,419.89,1043,966.77,2397,2221.81,6121,5673.63,1070,991.8,18,16.68
Shermancity,TX,15.73,28.57,15.16,14.26,24763,73.92,12929,14051,7496,9126,9107,5267,4542,15.61,24.86,19.23,7.19,57.76,31601,2.54,12.63,83.22,0.77,4.39,13.53,64.64,938,17.91,35.39,1807,1,0,1,3.11,29,90.25,71,220.96,131,407.69,468,1456.49,1817,5654.8,151,469.94,6,18.67
