State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
TX,14.38,25.52,13.48,17.32,18743.0,64.84,10038.0,11365.0,5690.0,10716.0,5264.0,7088.0,10583.0,25.43,34.74,14.37,8.5,49.81,24699.0,2.52,22.12,75.92,0.56,1.16,13.34,58.47,334.0,34.43,54.19,1385.0,7.0,0.0,3,11.99,21.0,83.96,42.0,167.92,380.0,1519.27,552.0,2206.94,1725.0,6896.69,140.0,559.73,14.0,55.97
TX,15.06,26.4,12.05,5.88,45550.0,91.28,18093.0,18964.0,14642.0,17155.0,28987.0,10362.0,12879.0,3.98,12.0,29.36,4.11,75.58,30544.0,2.84,20.83,75.97,1.13,4.98,10.56,79.11,877.0,5.59,10.6,896.0,0.0,0.0,0,0.0,9.0,25.31,33.0,92.8,56.0,157.48,411.0,1155.76,1100.0,3093.28,162.0,455.56,9.0,25.31
TX,13.75,24.67,11.26,8.38,44130.0,85.85,20529.0,21389.0,5695.0,14109.0,1550.0,7883.0,9370.0,7.64,13.65,36.96,4.58,67.3,10486.0,2.69,3.73,93.69,0.74,4.5,9.47,81.14,299.0,1.34,11.37,467.0,0.0,0.0,0,0.0,4.0,28.67,10.0,71.67,41.0,293.86,87.0,623.57,321.0,2300.75,27.0,193.52,7.0,50.17
TX,17.02,35.38,17.85,3.09,24596.0,91.7,9509.0,10030.0,8086.0,14168.0,6591.0,7845.0,7032.0,11.97,12.34,13.89,7.81,68.72,24079.0,2.98,16.48,75.1,3.74,8.97,8.89,78.89,1768.0,16.97,25.11,1233.0,6.0,0.0,0,0.0,30.0,103.62,13.0,44.9,78.0,269.41,407.0,1405.78,1055.0,3643.96,47.0,162.34,12.0,41.45
TX,13.4,25.85,12.17,13.97,25075.0,73.85,12234.0,14010.0,6335.0,18800.0,16698.0,5277.0,8364.0,16.85,30.81,18.7,6.29,59.31,23071.0,2.64,20.0,76.16,0.57,6.3,12.29,66.01,699.0,20.6,37.63,1424.0,3.0,0.0,2,8.67,27.0,117.11,62.0,268.91,241.0,1045.28,506.0,2194.66,1267.0,5495.32,106.0,459.75,22.0,95.42
TX,14.21,24.55,11.73,11.26,25943.0,78.55,11526.0,11887.0,5497.0,4838.0,256.0,6069.0,6992.0,13.93,23.66,13.38,8.04,60.01,10145.0,2.69,2.18,94.68,0.59,4.05,10.29,74.56,182.0,0.0,0.0,405.0,0.0,0.0,0,0.0,1.0,9.54,1.0,9.54,14.0,133.52,36.0,343.35,235.0,2241.3,8.0,76.3,13.0,123.99
TX,14.25,27.35,11.86,8.49,31489.0,84.74,12553.0,14015.0,10230.0,11561.0,6050.0,7055.0,9217.0,10.06,24.21,16.81,5.42,69.85,22117.0,2.87,29.83,65.0,0.55,8.0,13.34,67.9,437.0,6.18,9.38,743.0,10.0,2.0,2,8.36,11.0,45.96,29.0,121.17,73.0,305.02,334.0,1395.56,747.0,3121.21,138.0,576.61,29.0,121.17
TX,16.39,28.02,12.85,9.69,26136.0,79.72,10317.0,11713.0,10836.0,11743.0,7611.0,5601.0,5648.0,16.11,38.5,9.74,7.12,56.96,10678.0,2.98,2.4,73.97,1.13,34.19,9.23,77.41,1340.0,7.46,11.42,439.0,6.0,0.0,0,0.0,0.0,0.0,1.0,9.15,18.0,164.62,71.0,649.35,246.0,2249.86,11.0,100.6,0.0,0.0
TX,16.96,29.57,15.82,12.99,19970.0,70.94,8876.0,10448.0,6107.0,5934.0,8637.0,5778.0,5986.0,27.8,44.73,12.55,8.74,54.13,18853.0,2.97,12.27,65.07,0.64,48.31,11.83,60.96,849.0,1.88,6.36,796.0,0.0,25.0,2,9.88,14.0,69.17,25.0,123.52,114.0,563.27,398.0,1966.5,753.0,3720.54,31.0,153.17,2.0,9.88
TX,15.36,27.4,13.4,7.82,35615.0,87.13,15369.0,16319.0,13070.0,16792.0,6602.0,6628.0,8458.0,7.94,9.36,28.89,5.23,67.84,13057.0,2.67,5.81,85.86,2.42,15.93,10.94,77.74,670.0,13.88,16.27,533.0,0.0,0.0,0,0.0,1.0,7.2,9.0,64.78,315.69426751592357,458.3721656050955,76.0,547.04,433.0,3116.68,28.0,201.54,2.0,14.4
TX,13.84,30.16,14.44,10.07,26547.0,80.04,13162.0,16405.0,7583.0,10603.0,11064.0,6401.0,6956.0,17.42,28.38,21.47,7.43,61.85,447619.0,2.66,22.01,63.79,1.99,19.51,15.02,62.53,40300.0,14.26,22.64,26155.0,884.0,347.0,133,28.89,507.0,110.14,2750.0,597.41,3589.0,779.67,10505.0,2282.1,26310.0,5715.58,6007.0,1304.96,419.0,91.02
TX,17.72,29.2,14.37,11.94,20858.0,73.59,9183.0,10044.0,5639.0,8336.0,11154.0,5553.0,6400.0,29.93,40.73,14.8,9.65,52.75,48735.0,3.17,0.76,80.06,0.42,71.02,9.72,66.64,6798.0,12.11,17.36,2400.0,21.0,5.0,6,10.61,3.0,5.3,65.0,114.91,355.0,627.57,834.0,1474.36,3325.0,5877.99,385.0,680.61,10.0,17.68
TX,15.46,27.91,12.52,10.07,29324.0,79.56,12024.0,13543.0,8740.0,9707.0,7233.0,6773.0,6579.0,12.03,34.22,12.07,4.33,63.62,12871.0,2.88,0.65,76.89,2.11,27.05,8.84,79.84,1254.0,14.43,20.41,417.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,315.69426751592357,458.3721656050955,186.0,1340.83,3315.2125,3315.2125,1.0,7.21,0.0,0.0
TX,17.14,28.5,13.7,10.09,24103.0,78.99,9112.0,10758.0,7718.0,5821.0,0.0,5620.0,5772.0,19.42,46.07,3.49,8.29,54.32,10033.0,3.27,10.16,63.76,0.23,46.62,10.26,73.99,1919.0,15.89,19.07,232.0,0.0,0.0,0,0.0,2.0,19.2,7.0,67.22,43.0,412.91,91.0,873.82,154.0,1478.78,32.0,307.28,1.0,9.6
TX,14.36,26.34,12.69,14.45,19456.0,69.57,9017.0,9307.0,6090.0,7713.0,23137.0,6111.0,6131.0,23.17,37.38,11.25,9.68,49.91,14870.0,2.73,5.14,86.58,1.02,12.31,14.39,64.87,635.0,10.55,19.06,812.0,0.0,0.0,1,6.7,11.0,73.71,3.0,20.1,87.0,582.95,180.0,1206.11,446.0,2988.47,46.0,308.23,25.0,167.52
TX,13.36,28.12,9.93,2.51,47869.0,96.76,16040.0,16379.0,13700.0,9405.0,12798.0,5810.0,9885.0,3.09,6.27,31.9,3.09,81.09,18309.0,3.11,3.25,93.18,1.17,4.37,8.1,86.47,509.0,12.18,20.43,277.0,0.0,0.0,0,0.0,7.0,25.27,1.0,3.61,315.69426751592357,458.3721656050955,149.0,537.93,497.0,1794.29,38.0,137.19,3.0,10.83
TX,16.21,27.54,14.79,15.66,18870.0,70.17,10766.0,12812.0,5815.0,14001.0,12831.0,3164.0,3188.0,21.95,34.91,15.65,9.0,52.6,10967.0,2.62,19.72,72.71,0.43,8.37,13.71,62.95,569.0,33.22,51.32,604.0,0.0,0.0,1,8.85,2.0,17.7,2.0,17.7,142.0,1256.64,158.0,1398.23,345.0,3053.1,27.0,238.94,1.0,8.85
TX,24.38,45.9,31.62,6.02,17876.0,80.13,9273.0,11386.0,5641.0,3681.0,6238.0,4483.0,4447.0,30.0,26.65,21.39,8.13,40.82,27925.0,3.56,26.72,64.71,0.93,13.0,15.85,61.06,1453.0,13.63,18.17,1283.0,3.0,0.0,7,23.7,19.0,64.32,49.0,165.88,145.0,490.86,242.0,819.23,851.0,2880.84,67.0,226.81,1.0,3.39
TX,15.97,26.96,13.31,10.42,24568.0,76.41,12014.0,11999.0,0.0,32313.0,5417.0,9133.0,11071.0,15.12,33.24,5.64,6.4,54.92,10935.0,2.78,0.0,99.17,0.16,2.3,13.36,73.4,56.0,0.0,0.0,366.0,0.0,0.0,2,17.29,0.0,0.0,7.0,60.51,22.0,190.16,75.0,648.28,391.0,3379.72,28.0,242.03,3.0,25.93
TX,9.97,24.67,7.77,1.66,58815.0,96.62,22512.0,23448.0,15706.0,10258.0,15351.0,10851.0,15721.0,2.51,5.29,46.99,2.28,82.41,16881.0,2.81,2.29,89.5,5.41,5.97,9.15,87.13,1251.0,16.15,25.58,407.0,0.0,0.0,2,8.04,0.0,0.0,1.0,4.02,8.0,32.16,191.0,767.84,353.0,1419.1,10.0,40.2,2.0,8.04
TX,17.63,30.86,16.31,11.5,18549.0,71.86,9359.0,10710.0,5398.0,7860.0,3366.0,4511.0,4774.0,25.98,37.61,12.59,8.72,51.54,12476.0,2.96,8.68,76.02,0.79,22.15,12.03,64.86,707.0,21.22,28.29,449.0,0.0,0.0,0,0.0,7.0,49.28,10.0,70.4,24.0,168.97,84.0,591.38,316.0,2224.73,21.0,147.85,1.0,7.04
TX,17.84,31.16,15.53,8.0,23460.0,80.77,9603.0,10352.0,9929.0,8115.0,9542.0,6371.0,6538.0,25.32,34.67,16.2,9.85,55.19,515342.0,3.21,3.44,76.87,1.16,69.02,11.54,65.81,120432.0,13.59,20.12,8080.0,359.0,95.0,47,7.96,281.0,47.61,1561.0,264.48,4220.0,714.99,5643.0,956.09,29440.0,4988.01,5546.0,939.66,461.0,78.11
TX,13.51,26.06,12.5,8.28,37473.0,86.4,16621.0,17122.0,8552.0,14690.0,11392.0,8882.0,9639.0,7.77,13.94,22.37,5.45,70.08,33574.0,2.63,2.61,93.35,1.24,5.18,12.72,73.76,1243.0,15.12,28.08,1022.0,0.0,0.0,2,5.57,36.0,100.23,63.0,175.39,208.0,579.08,375.0,1044.02,1783.0,4963.95,200.0,556.81,7.0,19.49
TX,16.36,28.62,13.74,8.53,21483.0,76.88,8900.0,10592.0,6094.0,24450.0,0.0,5951.0,6171.0,24.2,41.9,6.41,9.57,57.57,11389.0,3.01,15.27,62.22,0.28,38.59,13.03,67.21,1268.0,6.47,17.51,1045.0,5.0,0.0,0,0.0,1.0,8.11,11.0,89.26,61.0,494.97,140.0,1135.99,411.0,3334.96,84.0,681.6,6.0,48.69
TX,13.48,27.89,9.82,1.74,42743.0,95.62,14070.0,14592.0,11297.0,12010.0,10021.0,8619.0,9313.0,2.85,10.07,21.46,4.49,80.02,22113.0,3.27,4.77,88.62,1.76,8.61,8.47,86.39,1123.0,6.95,13.18,380.0,0.0,0.0,0,0.0,1.0,3.71,5.0,18.54,32.0,118.64,168.0,622.85,527.0,1953.81,43.0,159.42,25.0,92.69
TX,15.23,27.41,11.98,4.85,41733.0,90.09,14349.0,15061.0,9986.0,13138.0,12042.0,9575.0,9352.0,8.82,18.36,14.35,5.22,69.45,27910.0,3.05,7.1,85.31,1.01,14.3,12.2,77.88,1219.0,8.12,13.04,822.0,0.0,0.0,1,3.17,22.0,69.83,15.0,47.61,83.0,263.46,182.0,577.7,517.0,1641.06,78.0,247.59,5.0,15.87
TX,15.02,27.08,12.76,10.34,25576.0,78.09,12332.0,14020.0,7328.0,7853.0,12904.0,6209.0,6751.0,18.88,29.31,15.79,6.83,60.19,55076.0,2.78,7.94,76.92,0.41,37.85,12.03,68.49,1776.0,9.52,13.46,2025.0,7.0,3.0,4,6.48,21.0,34.02,82.0,132.85,469.0,759.83,1116.0,1808.05,3049.0,4939.73,246.0,398.55,21.0,34.02
TX,16.73,35.98,19.84,6.63,25414.0,85.66,14295.0,16885.0,8863.0,9014.0,8517.0,7143.0,8034.0,17.93,17.67,34.4,6.32,67.27,465622.0,2.42,12.43,70.56,3.04,22.95,13.62,64.23,39626.0,21.21,33.96,24906.0,478.0,60.0,37,7.37,271.0,53.98,1555.0,309.75,1148.0,228.68,8453.0,1683.8,35647.0,7100.74,4357.0,867.9,610.0,121.51
TX,15.69,26.13,12.74,12.43,23497.0,72.51,10362.0,12232.0,5306.0,5764.0,4996.0,4837.0,5959.0,18.61,36.01,10.85,7.89,54.69,12195.0,2.77,4.18,74.12,0.22,27.56,8.96,74.99,331.0,13.9,21.15,823.0,0.0,0.0,0,0.0,3.0,24.22,0.0,0.0,90.0,726.51,65.0,524.7,245.0,1977.72,4.0,32.29,1.0,8.07
TX,13.03,21.25,8.89,6.08,56571.0,88.28,24200.0,26341.0,16535.0,8366.0,16413.0,12988.0,16948.0,2.5,9.32,43.06,4.08,70.61,24529.0,3.03,4.97,79.18,12.87,8.47,6.83,88.59,3538.0,8.82,13.76,479.0,0.0,0.0,0,0.0,0.0,0.0,16.0,50.87,52.0,165.33,224.0,712.2,789.0,2508.58,125.0,397.43,5.0,15.9
TX,17.03,27.62,12.94,5.49,37952.0,89.17,14187.0,14457.0,10796.0,109667.0,12459.0,8825.0,8531.0,7.03,12.32,24.08,5.29,66.22,12224.0,2.97,0.82,91.75,0.49,23.98,8.64,82.52,193.0,3.63,3.63,446.0,0.0,0.0,2,14.39,0.0,0.0,0.0,0.0,10.0,71.95,90.0,647.58,334.0,2403.22,11.0,79.15,2.0,14.39
TX,14.88,27.28,12.84,11.73,25679.0,75.39,10459.0,12678.0,5469.0,39647.0,8400.0,5836.0,6570.0,16.54,38.51,10.94,6.75,59.92,13883.0,3.0,18.19,67.49,0.23,20.96,10.4,66.66,927.0,11.65,15.86,427.0,0.0,0.0,5,34.31,1.0,6.86,6.0,41.18,26.0,178.44,168.0,1152.98,493.0,3383.43,49.0,336.28,1.0,6.86
TX,15.14,27.04,13.39,13.28,21633.0,70.25,9661.0,12311.0,5910.0,12409.0,3714.0,5845.0,6166.0,23.22,36.98,14.22,10.18,51.95,12490.0,3.0,36.35,58.94,0.88,6.84,14.35,56.03,594.0,20.88,41.75,571.0,0.0,0.0,3,22.6,13.0,97.93,39.0,293.79,58.0,436.91,202.0,1521.66,571.0,4301.32,76.0,572.5,2.0,15.07
TX,11.9,20.75,10.71,25.51,22186.0,58.72,13221.0,14488.0,7015.0,6481.0,5644.0,5118.0,6219.0,15.11,26.53,20.47,6.59,45.42,17384.0,2.44,4.1,85.61,0.59,21.96,12.32,64.25,752.0,8.51,10.11,1176.0,4.0,0.0,0,0.0,3.0,15.5,11.0,56.85,33.0,170.54,151.0,780.36,654.0,3379.84,35.0,180.88,8.0,41.34
TX,14.4,30.53,14.73,7.54,26261.0,82.75,14261.0,19817.0,8366.0,12239.0,12250.0,6249.0,7021.0,20.74,29.52,25.09,8.18,63.67,1630553.0,2.64,28.09,52.69,4.12,27.63,15.07,59.42,290374.0,17.21,27.02,109558.0,1780.0,151.0,446,25.72,1109.0,63.94,157.0496894409938,116.94416149068321,315.69426751592357,458.3721656050955,27022.0,1558.06,61569.0,3550.01,27519.0,1586.72,1549.0,89.31
TX,18.82,30.81,15.39,9.52,22068.0,75.66,9814.0,11513.0,12965.0,7057.0,9289.0,5451.0,6752.0,32.75,42.14,19.07,10.26,53.28,84021.0,3.37,0.34,70.94,0.69,76.97,9.11,69.25,22212.0,15.51,22.39,3692.0,48.0,3.0,8,8.24,28.0,28.84,135.0,139.04,547.0,563.38,2083.0,2145.37,7706.0,7936.72,1360.0,1400.72,20.0,20.6
TX,14.16,25.06,12.17,15.71,26409.0,72.16,11777.0,12647.0,9876.0,12943.0,7110.0,6114.0,6506.0,14.93,31.59,18.53,5.93,56.78,27334.0,2.73,1.26,85.47,0.34,34.76,10.22,71.92,1362.0,9.62,22.69,1068.0,16.0,12.0,1,3.15,5.0,15.75,22.0,69.32,520.0,1638.36,264.0,831.78,1302.0,4102.21,105.0,330.82,9.0,28.36
TX,15.25,27.63,12.77,7.17,33628.0,85.93,12339.0,12335.0,10186.0,21530.0,21186.0,10176.0,7938.0,6.62,23.97,11.33,6.25,65.69,16113.0,2.9,0.16,97.46,0.61,3.38,10.84,77.51,146.0,0.0,0.0,298.0,0.0,0.0,1,5.41,3.0,16.24,6.0,32.48,21.0,113.67,135.0,730.72,399.0,2159.68,33.0,178.62,8.0,43.3
TX,19.04,29.61,17.47,15.7,21946.0,70.07,10329.0,12025.0,5689.0,12617.0,11147.0,5532.0,5269.0,17.24,35.7,15.58,4.7,54.42,11952.0,2.76,23.44,72.2,1.27,4.48,8.53,63.25,285.0,8.42,19.65,461.0,0.0,0.0,0,0.0,8.0,62.56,10.0,78.2,77.0,602.17,146.0,1141.78,563.0,4402.91,27.0,211.15,6.0,46.92
TX,14.51,25.33,12.13,14.36,26037.0,72.34,12064.0,12701.0,7579.0,15238.0,11400.0,5924.0,6194.0,14.9,31.22,13.23,8.64,55.53,22205.0,2.72,5.64,88.49,0.41,10.45,10.6,73.49,876.0,13.24,21.69,1084.0,0.0,0.0,3,12.68,1.0,4.23,9.0,38.05,69.0,291.75,208.0,879.49,1173.0,4959.83,43.0,181.82,8.0,33.83
TX,13.98,24.99,11.71,15.39,18548.0,65.65,9706.0,12939.0,6940.0,6551.0,4222.0,5299.0,6363.0,28.12,34.55,10.0,12.78,47.42,58724.0,2.63,42.19,49.31,4.81,8.22,13.95,57.16,4018.0,12.69,17.77,3420.0,21.0,1.0,8,13.36,18.0,30.05,246.0,410.67,713.0,1190.28,1404.0,2343.83,2401.0,4008.21,748.0,1248.71,55.0,91.82
TX,21.22,32.69,16.61,10.84,15605.0,70.42,5561.0,6026.0,1865.0,362.0,0.0,4491.0,4331.0,44.47,58.41,8.43,16.97,42.14,32921.0,3.8,0.12,70.23,0.1,88.43,7.6,68.47,8583.0,11.93,19.61,2372.0,34.0,0.0,2,5.37,14.0,37.57,68.0,182.48,244.0,654.79,669.0,1795.3,2383.0,6394.91,326.0,874.84,37.0,99.29
TX,15.77,34.62,18.81,8.65,22577.0,81.39,11691.0,13451.0,6203.0,10428.0,9466.0,9487.0,8391.0,22.01,26.26,26.89,5.78,65.08,55002.0,2.66,17.18,69.88,1.55,19.8,11.19,67.31,3653.0,24.58,33.97,2302.0,55.0,0.0,2,3.23,54.0,87.24,87.0,140.55,369.0,596.12,853.0,1378.03,2719.0,4392.57,284.0,458.8,8.0,12.92
TX,13.16,34.64,15.76,5.01,31767.0,90.72,16424.0,18131.0,11982.0,10148.0,11418.0,7608.0,8307.0,10.55,19.29,26.19,5.24,75.65,155037.0,2.45,7.52,78.73,4.61,16.28,14.89,69.41,19560.0,19.83,32.14,7823.0,0.0,0.0,8,4.76,67.0,39.88,185.0,110.1,415.0,246.99,1663.0,989.75,7583.0,4513.1,897.0,533.86,45.0,26.78
TX,16.13,34.37,17.74,4.02,26470.0,87.53,12288.0,12752.0,10370.0,22482.0,8368.0,8057.0,9493.0,11.21,12.4,27.1,4.37,68.94,12841.0,2.77,10.29,82.84,3.26,9.18,10.61,74.29,855.0,5.61,11.46,553.0,0.0,0.0,2,11.0,18.0,98.99,12.0,66.0,118.0,648.96,148.0,813.95,331.0,1820.38,32.0,175.99,3.0,16.5
TX,14.12,25.46,11.54,7.16,42565.0,90.09,17437.0,17941.0,14745.0,16559.0,19609.0,9182.0,11610.0,4.74,14.97,22.1,3.13,72.23,18697.0,2.84,1.67,90.93,1.44,12.36,10.41,79.57,648.0,16.82,22.38,236.0,0.0,0.0,0,0.0,1.0,3.94,11.0,43.3,40.0,157.45,163.0,641.61,531.0,2090.14,109.0,429.05,8.0,31.49
TX,21.08,33.08,16.68,7.94,15890.0,75.55,6284.0,6320.0,8155.0,7400.0,19133.0,5714.0,5258.0,43.86,54.51,12.21,15.3,47.39,98962.0,3.76,0.2,84.77,0.3,90.14,9.56,62.55,28569.0,11.16,17.46,2670.0,27.0,3.0,17,14.78,28.0,24.34,281.0,244.29,771.0,670.27,2209.0,1920.39,7291.0,6338.4,796.0,692.0,31.0,26.95
TX,13.68,25.52,12.35,16.19,20298.0,67.59,10443.0,11122.0,6240.0,13522.0,29009.0,6394.0,5867.0,18.84,36.28,12.31,7.88,55.85,14062.0,2.57,14.25,83.86,0.32,3.4,12.01,70.78,242.0,15.29,19.01,909.0,0.0,0.0,1,6.75,13.0,87.78,17.0,114.8,149.0,1006.14,176.0,1188.47,583.0,3936.8,42.0,283.61,2.0,13.51
TX,11.41,25.94,11.05,8.67,45303.0,86.57,20032.0,20343.0,17082.0,25788.0,16632.0,15178.0,15190.0,4.18,8.47,35.22,3.59,70.1,19564.0,2.49,3.91,90.9,3.35,3.99,9.82,81.74,1011.0,8.8,12.46,514.0,0.0,0.0,1,4.68,7.0,32.73,9.0,42.08,15.0,70.13,66.0,308.56,357.0,1669.0,57.0,266.48,1.0,4.68
TX,17.06,27.99,15.58,15.77,17826.0,66.53,9185.0,9958.0,5388.0,6623.0,3886.0,5273.0,5186.0,23.79,35.35,15.25,9.51,49.56,18387.0,2.64,6.1,83.01,0.37,14.5,12.18,63.68,645.0,8.53,20.47,1128.0,0.0,0.0,0,0.0,13.0,67.96,14.0,73.19,106.0,554.13,239.0,1249.41,832.0,4349.42,38.0,198.65,10.0,52.28
TX,17.37,31.32,14.83,5.74,23485.0,83.31,8462.0,9682.0,2695.0,14000.0,6386.0,6228.0,6415.0,21.39,51.75,4.08,8.2,60.21,14207.0,3.3,2.69,66.17,0.99,59.76,12.94,70.18,3210.0,10.12,20.53,514.0,0.0,0.0,0,0.0,0.0,0.0,21.0,139.94,25.0,166.6,191.0,1272.82,694.0,4624.82,209.0,1392.78,3.0,19.99
TX,18.78,34.78,19.75,8.98,22053.0,75.37,9338.0,11177.0,5539.0,7459.0,9560.0,5441.0,6310.0,27.26,35.79,20.38,10.29,53.22,25276.0,2.96,3.76,66.81,1.56,62.37,9.63,67.14,1326.0,18.02,25.41,1571.0,0.0,0.0,4,15.27,15.0,57.27,16.0,61.09,183.0,698.69,448.0,1710.45,984.0,3756.87,38.0,145.08,18.0,68.72
TX,15.45,31.84,15.3,7.19,27483.0,85.27,13031.0,13659.0,10882.0,11508.0,13613.0,8019.0,8187.0,8.56,22.83,13.96,5.16,70.31,12060.0,2.55,7.75,82.35,2.4,12.1,17.81,65.85,769.0,16.78,25.49,522.0,0.0,1.0,2,14.99,11.0,82.43,38.0,284.77,52.0,389.69,160.0,1199.04,782.0,5860.31,360.0,2697.84,3.0,22.48
TX,16.09,27.19,14.58,15.22,17552.0,69.77,9367.0,11281.0,5374.0,7664.0,12360.0,4666.0,4743.0,26.71,39.11,13.46,8.82,51.73,12765.0,2.75,24.29,66.7,1.18,11.04,12.79,59.27,896.0,31.14,50.56,410.0,0.0,0.0,4,31.28,10.0,78.2,12.0,93.85,50.0,391.02,149.0,1165.25,403.0,3151.64,36.0,281.54,1.0,7.82
TX,15.12,27.91,13.96,15.17,20743.0,69.15,10161.0,12733.0,5224.0,9197.0,26963.0,5239.0,5011.0,24.64,37.76,13.67,4.15,55.99,12291.0,2.85,20.29,64.86,0.16,17.02,10.68,63.55,1452.0,15.84,34.85,362.0,0.0,0.0,3,22.85,3.0,22.85,8.0,60.94,33.0,251.37,164.0,1249.24,503.0,3831.51,39.0,297.07,4.0,30.47
TX,18.53,29.76,15.23,11.03,17103.0,74.9,8156.0,9703.0,212120.0,0.0,4431.0,4726.0,5966.0,33.49,48.56,12.46,13.57,49.31,14729.0,3.15,0.26,57.67,0.39,70.31,10.47,67.31,1858.0,9.96,14.96,578.0,8.0,0.0,0,0.0,1.0,6.29,6.0,37.72,47.0,295.49,116.0,729.28,245.0,1540.3,14.0,88.02,4.0,25.15
TX,18.34,35.04,20.23,8.84,24130.0,81.61,12322.0,14007.0,6635.0,11715.0,9792.0,5714.0,5986.0,19.56,24.43,25.96,6.56,61.56,186206.0,2.69,8.56,77.63,1.41,22.51,10.98,69.0,6123.0,23.71,30.67,8709.0,24.0,25.0,17,8.58,136.0,68.64,282.0,142.33,840.0,423.97,2541.0,1282.5,7927.0,4000.95,610.0,307.88,128.0,64.6
TX,12.72,25.5,11.93,9.13,38037.0,85.62,17122.0,18645.0,8964.0,10028.0,12006.0,7701.0,7264.0,6.71,20.52,25.09,5.39,70.08,24250.0,2.76,2.78,84.9,2.32,20.19,11.57,74.03,3290.0,18.6,30.7,442.0,0.0,0.0,1,3.99,0.0,0.0,37.0,147.59,59.0,235.34,326.0,1300.36,1030.0,4108.5,238.0,949.34,6.0,23.93
TX,19.96,30.86,15.94,11.35,12908.0,66.9,5237.0,5472.0,0.0,8400.0,11457.0,4234.0,4472.0,48.82,58.05,7.6,17.42,42.27,12694.0,3.53,0.16,80.42,0.06,90.92,9.12,62.76,2298.0,13.14,20.37,446.0,0.0,0.0,1,6.84,9.0,61.59,6.0,41.06,169.0,1156.58,166.0,1136.05,164.0,1122.37,47.0,321.65,4.0,27.37
TX,13.53,27.46,10.76,3.94,41457.0,92.4,15194.0,15819.0,13155.0,2309.0,9818.0,12737.0,11152.0,3.72,13.87,28.24,3.61,75.75,19976.0,3.04,14.22,80.48,1.79,8.07,9.55,81.82,630.0,13.33,20.0,469.0,0.0,0.0,1,3.94,4.0,15.77,6.0,23.65,16.0,63.06,194.0,764.62,533.0,2100.74,62.0,244.36,3.0,11.82
TX,15.24,26.94,12.93,10.48,26144.0,78.25,11794.0,13450.0,8125.0,11030.0,12073.0,8706.0,8838.0,16.76,28.58,9.87,8.15,57.94,40822.0,2.7,25.14,67.1,1.15,15.94,15.11,62.14,1398.0,10.59,24.32,1566.0,0.0,13.0,4,9.42,36.0,84.81,109.0,256.8,144.0,339.25,674.0,1587.9,2565.0,6042.97,381.0,897.61,40.0,94.24
TX,15.65,26.46,14.14,16.39,24644.0,71.46,12644.0,13832.0,5209.0,0.0,0.0,10970.0,8285.0,13.89,27.01,17.73,7.02,55.47,11066.0,2.54,13.06,84.55,0.11,3.24,11.52,68.06,277.0,21.66,36.46,516.0,0.0,0.0,1,8.64,17.0,146.88,21.0,181.44,82.0,708.48,264.0,2280.97,892.0,7706.93,97.0,838.09,4.0,34.56
TX,20.79,32.24,16.43,9.61,14292.0,74.85,6014.0,6504.0,8703.0,0.0,0.0,4182.0,5605.0,38.95,59.32,7.27,13.29,46.86,10815.0,3.88,0.07,78.36,0.09,90.8,7.33,67.72,2821.0,11.34,21.27,374.0,0.0,0.0,1,7.5,3.0,22.49,8.0,59.98,29.0,217.44,233.0,1747.02,359.0,2691.76,70.0,524.86,2.0,15.0
TX,13.16,24.08,11.17,16.37,21949.0,69.3,10822.0,11373.0,7197.0,8032.0,3456.0,5294.0,10896.0,15.37,33.1,10.88,7.26,54.92,21505.0,2.47,9.68,87.35,0.27,2.18,13.51,66.12,357.0,14.57,22.13,1618.0,12.0,0.0,2,9.13,9.0,41.09,27.0,123.28,138.0,630.08,258.0,1177.97,1228.0,5606.79,58.0,264.82,13.0,59.36
TX,16.11,29.89,14.6,8.86,30151.0,80.41,12963.0,14935.0,7787.0,7455.0,34110.0,6408.0,6763.0,16.08,28.77,14.67,7.87,59.63,63850.0,2.85,12.02,72.97,0.75,23.15,12.82,68.81,6308.0,12.11,19.2,2598.0,17.0,20.0,10,14.55,46.0,66.93,106.0,154.24,227.0,330.31,754.0,1097.14,2898.0,4216.87,513.0,746.46,18.0,26.19
TX,17.12,27.74,12.78,4.32,46199.0,91.51,15645.0,16075.0,8691.0,14951.0,9247.0,10738.0,10920.0,5.17,15.69,15.34,5.29,69.4,27652.0,3.13,1.08,92.19,1.18,10.8,10.24,80.28,835.0,7.66,13.65,305.0,0.0,0.0,0,0.0,0.0,0.0,8.0,26.35,55.0,181.12,210.0,691.56,397.0,1307.38,40.0,131.73,1.0,3.29
